T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
20.13;1019.81;52.31;20.70;1020.18;51.05;0.12;0.03;-9.63;-0.00;0.00;-0.00;-52.52;41.44;24.03;69701;2020/01/25;24:12:16.00;53.34018;8.47059;1000000.00;0.28;255
20.13;1019.80;52.29;20.70;1020.17;50.97;0.16;0.02;-9.62;-0.00;0.00;-0.00;-53.06;40.91;24.20;70703;2020/01/25;24:12:17.00;53.34018;8.47059;1000000.00;0.13;255
20.11;1019.85;52.31;20.70;1020.17;51.06;0.14;0.04;-9.60;-0.00;0.00;0.00;-52.34;41.27;24.20;71702;2020/01/25;24:12:18.00;53.34018;8.47059;1000000.00;0.11;255
20.11;1019.78;52.32;20.68;1020.16;51.14;0.13;0.02;-9.63;-0.00;0.00;-0.00;-53.41;41.98;24.88;72701;2020/01/25;24:12:19.00;53.34018;8.47059;1000000.00;0.15;255
20.10;1019.83;52.33;20.69;1020.19;51.08;0.15;0.02;-9.62;-0.00;0.00;-0.00;-52.16;42.16;23.00;73702;2020/01/25;24:12:20.00;53.34018;8.47059;1000000.00;0.15;255
20.10;1019.86;52.36;20.69;1020.17;51.10;0.14;0.03;-9.64;-0.00;0.00;0.00;-53.59;41.09;23.68;74701;2020/01/25;24:12:21.00;53.34018;8.47059;1000000.00;0.09;255
20.11;1019.81;52.38;20.69;1020.21;51.12;0.14;0.02;-9.65;-0.00;0.00;0.00;-52.88;42.52;24.37;75701;2020/01/25;24:12:22.00;53.34018;8.47059;1000000.00;0.11;255
20.12;1019.82;52.41;20.69;1020.18;51.13;0.14;0.04;-9.63;-0.00;0.00;-0.00;-53.06;41.27;24.20;76699;2020/01/25;24:12:23.00;53.34018;8.47059;1000000.00;0.20;255
20.11;1019.88;52.42;20.69;1020.19;51.14;0.13;0.03;-9.62;-0.00;-0.00;0.00;-53.77;39.84;24.88;77703;2020/01/25;24:12:24.00;53.34018;8.47059;1000000.00;0.20;255
20.10;1019.83;52.44;20.69;1020.19;51.09;0.15;0.03;-9.63;-0.00;0.00;-0.00;-52.70;41.62;24.20;78700;2020/01/25;24:12:25.00;53.34018;8.47059;1000000.00;0.31;255
20.08;1019.85;52.45;20.67;1020.16;51.17;0.14;0.04;-9.64;0.00;0.00;-0.00;-53.41;42.34;23.85;79698;2020/01/25;24:12:26.00;53.34018;8.47059;1000000.00;0.22;255
20.09;1019.83;52.47;20.66;1020.15;51.19;0.14;0.04;-9.63;-0.00;0.00;0.00;-52.16;41.44;23.68;80700;2020/01/25;24:12:27.00;53.34018;8.47059;1000000.00;0.17;255
20.10;1019.79;52.49;20.66;1020.16;51.19;0.14;0.02;-9.65;-0.00;0.00;0.00;-51.98;40.91;23.51;81698;2020/01/25;24:12:28.00;53.34018;8.47059;1000000.00;0.24;255
20.10;1019.84;52.49;20.66;1020.16;51.20;0.15;0.03;-9.63;-0.00;0.00;-0.00;-53.23;42.52;24.37;82702;2020/01/25;24:12:29.00;53.34018;8.47059;1000000.00;0.17;255
20.10;1019.81;52.47;20.66;1020.14;51.11;0.15;0.04;-9.62;-0.00;0.00;0.00;-51.98;41.62;24.88;83700;2020/01/25;24:12:30.00;53.34017;8.47059;1000000.00;0.11;255
20.10;1019.81;52.49;20.66;1020.18;51.20;0.14;0.02;-9.62;-0.00;0.00;-0.00;-51.81;40.73;23.68;84700;2020/01/25;24:12:31.00;53.34017;8.47059;1000000.00;0.06;255
20.09;1019.81;52.49;20.66;1020.16;51.20;0.15;0.03;-9.64;-0.00;-0.00;-0.00;-50.91;41.62;23.85;85701;2020/01/25;24:12:32.00;53.34017;8.47059;1000000.00;0.24;255
20.09;1019.83;52.49;20.66;1020.16;51.23;0.14;0.03;-9.62;-0.00;0.00;0.00;-53.41;40.91;24.20;86699;2020/01/25;24:12:33.00;53.34017;8.47059;1000000.00;0.04;255
20.08;1019.85;52.50;20.65;1020.19;51.20;0.13;0.04;-9.64;-0.00;0.00;-0.00;-53.23;40.73;23.34;87701;2020/01/25;24:12:34.00;53.34017;8.47059;1000000.00;0.06;255
20.07;1019.82;52.52;20.64;1020.16;51.19;0.15;0.03;-9.67;0.00;-0.00;0.00;-52.34;42.69;23.17;88701;2020/01/25;24:12:35.00;53.34017;8.47059;1000000.00;0.11;255
20.05;1019.87;52.54;20.63;1020.20;51.21;0.15;0.03;-9.64;-0.00;0.00;0.00;-51.63;41.62;24.88;89699;2020/01/25;24:12:36.00;53.34017;8.47059;1000000.00;0.33;255
20.05;1019.85;52.55;20.61;1020.18;51.21;0.14;0.03;-9.62;-0.00;-0.00;0.00;-53.59;41.09;23.68;90702;2020/01/25;24:12:37.00;53.34017;8.47059;1000000.00;0.17;255
20.05;1019.84;52.54;20.61;1020.20;51.22;0.16;0.02;-9.62;-0.00;0.00;0.00;-52.88;41.44;23.68;91701;2020/01/25;24:12:38.00;53.34017;8.47060;1000000.00;0.06;255
20.04;1019.82;52.53;20.61;1020.16;51.18;0.15;0.04;-9.62;-0.00;0.00;-0.00;-50.91;40.55;24.20;92702;2020/01/25;24:12:39.00;53.34017;8.47060;1000000.00;0.13;255
20.05;1019.84;52.50;20.62;1020.18;51.20;0.14;0.03;-9.63;-0.00;0.00;0.00;-53.06;41.98;24.88;93701;2020/01/25;24:12:40.00;53.34017;8.47060;1000000.00;0.07;255
20.04;1019.83;52.49;20.63;1020.18;51.12;0.15;0.03;-9.63;0.00;-0.00;-0.00;-52.88;41.09;23.68;94701;2020/01/25;24:12:41.00;53.34017;8.47060;1000000.00;0.09;255
20.04;1019.81;52.49;20.63;1020.17;51.14;0.14;0.03;-9.62;0.00;0.00;0.00;-52.88;40.37;25.40;95697;2020/01/25;24:12:42.00;53.34017;8.47060;1000000.00;0.11;255
20.05;1019.81;52.48;20.64;1020.19;51.14;0.14;0.02;-9.63;-0.00;-0.00;-0.00;-52.16;41.09;25.06;96702;2020/01/25;24:12:43.00;53.34017;8.47060;1000000.00;0.11;255
20.06;1019.84;52.47;20.64;1020.17;51.14;0.13;0.03;-9.67;0.00;0.00;-0.00;-52.16;40.37;25.40;97699;2020/01/25;24:12:44.00;53.34017;8.47060;1000000.00;0.19;255
20.05;1019.85;52.47;20.64;1020.17;51.12;0.12;0.02;-9.63;0.00;-0.00;0.00;-52.88;42.16;23.00;98699;2020/01/25;24:12:45.00;53.34017;8.47060;1000000.00;0.31;255
20.05;1019.85;52.46;20.64;1020.20;51.13;0.14;0.03;-9.63;0.00;0.00;-0.00;-52.88;42.16;24.71;99699;2020/01/25;24:12:46.00;53.34017;8.47060;1000000.00;0.04;255
20.07;1019.84;52.45;20.64;1020.23;51.20;0.12;0.02;-9.63;0.00;0.00;-0.00;-52.34;40.55;25.57;100702;2020/01/25;24:12:47.00;53.34017;8.47060;1000000.00;0.11;255
20.08;1019.87;52.44;20.65;1020.20;51.12;0.13;0.02;-9.63;-0.00;0.00;0.00;-52.34;42.34;22.82;101704;2020/01/25;24:12:48.00;53.34017;8.47060;1000000.00;0.22;255
20.07;1019.85;52.43;20.65;1020.22;51.12;0.14;0.03;-9.64;-0.00;0.00;0.00;-51.98;39.84;25.23;102699;2020/01/25;24:12:49.00;53.34017;8.47060;1000000.00;0.17;255
20.07;1019.83;52.41;20.65;1020.20;51.04;0.13;0.04;-9.63;0.00;0.00;-0.00;-52.16;41.44;25.06;103698;2020/01/25;24:12:50.00;53.34017;8.47060;1000000.00;0.09;255
20.08;1019.88;52.40;20.65;1020.22;51.11;0.12;0.02;-9.65;-0.00;0.00;-0.00;-52.34;40.55;24.54;104702;2020/01/25;24:12:51.00;53.34017;8.47060;1000000.00;0.24;255
20.08;1019.85;52.40;20.65;1020.21;51.12;0.13;0.03;-9.63;-0.00;0.00;-0.00;-51.63;41.27;22.82;105700;2020/01/25;24:12:52.00;53.34017;8.47060;1000000.00;0.46;255
20.08;1019.84;52.39;20.64;1020.19;51.12;0.15;0.03;-9.65;-0.00;-0.00;-0.00;-51.63;41.62;24.88;106700;2020/01/25;24:12:53.00;53.34017;8.47060;1000000.00;0.41;255
20.08;1019.84;52.38;20.64;1020.18;51.12;0.15;0.04;-9.60;-0.00;-0.00;-0.00;-51.63;40.91;24.88;107703;2020/01/25;24:12:54.00;53.34017;8.47060;1000000.00;0.30;255
20.07;1019.82;52.38;20.64;1020.17;51.13;0.15;0.03;-9.65;0.00;0.00;0.00;-52.16;40.37;23.34;108698;2020/01/25;24:12:55.00;53.34017;8.47060;1000000.00;0.17;255
20.06;1019.79;52.38;20.63;1020.20;51.13;0.15;0.03;-9.62;0.00;0.00;-0.00;-53.23;40.37;23.34;109698;2020/01/25;24:12:56.00;53.34017;8.47060;1000000.00;0.11;255
20.07;1019.84;52.38;20.63;1020.18;51.14;0.13;0.01;-9.62;-0.00;0.00;-0.00;-53.23;42.16;23.68;110700;2020/01/25;24:12:57.00;53.34017;8.47060;1000000.00;0.39;255
20.06;1019.82;52.39;20.64;1020.16;51.04;0.14;0.03;-9.63;0.00;0.00;-0.00;-51.27;40.91;23.51;111697;2020/01/25;24:12:58.00;53.34017;8.47060;1000000.00;0.37;255
20.06;1019.84;52.39;20.63;1020.17;51.12;0.13;0.02;-9.64;0.00;0.00;-0.00;-53.23;41.09;23.68;112699;2020/01/25;24:12:59.00;53.34017;8.47060;1000000.00;0.31;255
20.07;1019.84;52.39;20.64;1020.20;51.12;0.13;0.03;-9.64;-0.00;0.00;-0.00;-52.88;41.44;23.34;113699;2020/01/25;24:13:00.00;53.34017;8.47060;1000000.00;0.19;255
20.08;1019.81;52.38;20.64;1020.16;51.12;0.14;0.02;-9.61;0.00;0.00;-0.00;-53.23;40.37;23.34;114699;2020/01/25;24:13:01.00;53.34017;8.47060;1000000.00;0.35;255
20.09;1019.84;52.37;20.65;1020.17;51.12;0.14;0.03;-9.63;-0.00;0.00;0.00;-51.81;42.87;23.68;115698;2020/01/25;24:13:02.00;53.34017;8.47060;1000000.00;0.44;255
20.09;1019.79;52.36;20.66;1020.20;51.20;0.14;0.03;-9.61;-0.00;0.00;-0.00;-51.81;41.09;23.68;116700;2020/01/25;24:13:03.00;53.34017;8.47060;1000000.00;0.30;255
20.09;1019.76;52.35;20.66;1020.17;51.10;0.15;0.02;-9.64;0.00;0.00;-0.00;-52.52;41.44;24.71;117700;2020/01/25;24:13:04.00;53.34017;8.47060;1000000.00;0.20;255
20.08;1019.83;52.35;20.67;1020.18;51.09;0.13;0.03;-9.61;-0.00;0.00;0.00;-51.45;42.16;24.37;118699;2020/01/25;24:13:05.00;53.34017;8.47060;1000000.00;0.09;255
20.07;1019.80;52.36;20.67;1020.20;51.06;0.14;0.03;-9.62;-0.00;0.00;0.00;-51.09;41.09;24.37;119698;2020/01/25;24:13:06.00;53.34017;8.47060;1000000.00;0.41;255
20.07;1019.82;52.36;20.67;1020.18;51.06;0.16;0.03;-9.64;0.00;0.00;0.00;-50.73;40.91;25.23;120696;2020/01/25;24:13:07.00;53.34017;8.47060;1000000.00;0.41;255
20.09;1019.80;52.35;20.68;1020.16;51.07;0.14;0.01;-9.63;-0.00;0.00;-0.00;-53.23;41.09;24.03;121722;2020/01/25;24:13:08.00;53.34017;8.47060;1000000.00;0.15;255
20.09;1019.81;52.33;20.68;1020.18;51.02;0.13;0.04;-9.61;-0.00;0.00;-0.00;-51.81;41.09;24.71;122699;2020/01/25;24:13:09.00;53.34017;8.47060;1000000.00;0.17;255
20.09;1019.83;52.32;20.68;1020.18;51.03;0.14;0.02;-9.63;-0.00;0.00;0.00;-52.34;41.27;23.85;123698;2020/01/25;24:13:10.00;53.34017;8.47060;1000000.00;0.07;255
20.08;1019.81;52.31;20.68;1020.17;51.02;0.14;0.03;-9.62;-0.00;-0.00;0.00;-53.41;39.84;24.88;124700;2020/01/25;24:13:11.00;53.34017;8.47060;1000000.00;0.43;255
20.09;1019.80;52.30;20.69;1020.17;51.01;0.15;0.04;-9.63;0.00;0.00;0.00;-52.52;41.80;24.03;125698;2020/01/25;24:13:12.00;53.34017;8.47060;1000000.00;0.50;255
20.08;1019.86;52.31;20.69;1020.18;51.00;0.14;0.02;-9.64;-0.00;0.00;0.00;-52.34;41.27;22.82;126700;2020/01/25;24:13:13.00;53.34018;8.47060;1000000.00;0.52;255
20.08;1019.84;52.32;20.68;1020.18;50.93;0.15;0.03;-9.65;-0.00;0.00;-0.00;-54.13;40.19;25.23;127699;2020/01/25;24:13:14.00;53.34018;8.47060;1000000.00;0.24;255
20.08;1019.82;52.34;20.68;1020.18;51.01;0.14;0.03;-9.63;0.00;0.00;-0.00;-53.06;41.98;23.85;128698;2020/01/25;24:13:15.00;53.34018;8.47061;1000000.00;0.24;255
20.09;1019.82;52.31;20.69;1020.20;50.98;0.14;0.03;-9.64;-0.00;0.00;0.00;-52.88;41.44;24.37;129697;2020/01/25;24:13:16.00;53.34018;8.47061;1000000.00;0.44;255
20.08;1019.83;52.30;20.70;1020.20;50.92;0.14;0.00;-9.62;0.00;0.00;-0.00;-51.98;40.91;23.85;130698;2020/01/25;24:13:17.00;53.34018;8.47061;1000000.00;0.06;255
20.09;1019.84;52.29;20.69;1020.16;50.91;0.13;0.01;-9.63;0.00;0.00;-0.00;-52.34;42.69;25.23;131698;2020/01/25;24:13:18.00;53.34018;8.47061;1000000.00;0.22;255
20.10;1019.86;52.27;20.70;1020.17;50.84;0.14;0.02;-9.61;-0.00;0.00;-0.00;-53.06;40.91;23.17;132700;2020/01/25;24:13:19.00;53.34018;8.47061;1000000.00;0.07;255
20.10;1019.80;52.25;20.70;1020.16;50.82;0.14;0.02;-9.63;0.00;0.00;-0.00;-51.81;40.73;25.06;133699;2020/01/25;24:13:20.00;53.34018;8.47061;1000000.00;0.02;255
20.11;1019.83;52.22;20.70;1020.19;50.83;0.15;0.01;-9.64;0.00;0.00;0.00;-51.09;41.44;24.03;134696;2020/01/25;24:13:21.00;53.34018;8.47061;1000000.00;0.13;255
