T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
23.03;1005.13;46.95;24.07;1005.44;45.18;0.24;0.20;-9.69;0.00;-0.00;0.00;-32.33;29.48;23.85;11468;
23.12;1005.15;47.34;24.03;1005.40;45.24;0.25;0.19;-9.71;0.00;0.00;0.00;-41.09;21.79;24.37;16848;
23.19;1005.10;47.14;23.99;1005.37;45.24;0.29;0.13;-9.70;0.00;-0.00;0.00;-38.94;15.01;27.80;22233;
23.30;1005.11;47.97;23.97;1005.40;46.50;-3.00;-2.19;-7.96;-0.29;-0.28;0.15;-35.73;32.87;8.92;27614;
23.47;1005.15;51.28;24.02;1005.40;48.54;0.04;0.58;-9.34;-0.05;0.00;0.01;-39.12;24.47;20.76;32996;
23.59;1005.12;50.66;24.58;1005.45;54.39;0.28;-0.01;-9.69;0.00;-0.01;0.00;-39.30;25.37;16.47;38379;
23.71;1005.13;50.85;24.35;1005.43;53.82;0.65;0.10;-13.04;-0.43;0.13;-0.15;-39.84;29.12;11.50;43763;
23.78;1005.08;49.93;24.29;1005.45;49.27;0.30;-0.09;-9.76;-0.01;-0.02;0.20;-34.83;30.19;13.90;49150;
23.77;1005.14;46.92;24.19;1005.44;46.56;0.09;0.10;-10.15;-0.00;0.02;-0.17;-43.95;28.58;16.13;54534;
23.77;1005.12;45.92;24.11;1005.44;45.91;0.28;0.17;-9.70;-0.00;0.00;0.00;-43.23;25.37;21.97;59916;
23.81;1005.11;47.49;24.08;1005.42;47.33;0.26;0.13;-9.74;-0.00;0.00;0.00;-40.73;22.87;24.71;65298;
23.81;1006.78;46.12;24.05;1006.97;47.05;0.34;0.22;-9.44;0.00;0.00;0.00;-39.12;22.69;23.17;70679;
23.84;1006.59;46.35;24.04;1007.03;47.12;1.04;-0.18;-9.70;-0.01;0.00;-0.12;-37.34;25.90;22.48;76066;
23.89;1006.18;46.52;24.05;1006.41;47.10;-0.96;1.31;-9.18;-0.28;-0.17;-0.43;-55.56;15.18;18.71;81448;
23.93;1005.93;46.57;24.07;1006.22;47.18;-2.30;-3.11;-9.03;0.01;0.08;0.39;-47.52;25.37;23.34;86832;
23.97;1005.91;46.67;24.10;1006.15;47.26;-4.17;0.80;-9.45;-0.98;-1.32;-1.72;-45.73;0.71;22.31;92216;
23.99;1005.85;46.76;24.12;1006.13;47.29;0.04;0.08;-9.98;0.00;0.00;0.00;-59.67;9.65;14.42;97596;
24.01;1005.83;46.80;24.13;1006.10;47.38;0.04;0.19;-9.72;0.00;0.00;0.00;-59.49;10.18;16.65;102980;
24.03;1005.97;46.87;24.14;1006.24;47.45;-3.68;-3.60;-8.41;-0.03;-0.49;-1.46;-45.20;4.82;15.27;108363;
24.05;1006.00;46.96;24.16;1006.30;47.58;-2.16;0.54;-9.56;0.49;-0.52;1.35;-40.01;0.00;16.13;113745;
24.07;1005.88;47.05;24.19;1006.17;47.61;0.07;0.08;-9.74;-0.00;0.00;0.01;-51.27;-1.61;27.29;119129;
24.09;1005.93;47.18;24.20;1006.24;47.66;-0.72;0.37;-8.95;-0.55;1.06;0.71;-11.97;10.90;18.71;124513;
24.15;1005.88;47.23;24.24;1005.99;48.07;1.52;0.56;-8.45;0.03;0.02;0.08;-27.87;0.71;31.92;129894;
24.15;1005.52;47.23;24.28;1005.83;47.82;0.31;-0.05;-9.74;-0.00;0.00;0.00;-26.80;1.07;30.89;135279;
