T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
18.22;1002.26;51.43;16.00;1001.31;55.79;2.20;0.22;-9.37;0.00;0.00;0.00;-36.80;46.80;-70.70;112164;2020/01/31;06:00:07.00;53.34015;8.47081;1000000.00;0.06;255
18.19;1002.23;51.50;15.97;1001.32;55.86;2.20;0.21;-9.39;-0.00;0.00;0.00;-36.80;46.80;-68.99;113170;2020/01/31;06:00:08.00;53.34015;8.47081;1000000.00;0.06;255
18.16;1002.23;51.55;15.95;1001.31;55.95;2.20;0.21;-9.37;-0.00;0.00;0.00;-36.80;46.09;-70.02;114170;2020/01/31;06:00:09.00;53.34015;8.47081;1000000.00;0.04;255
18.13;1002.25;51.63;15.92;1001.32;56.02;2.20;0.21;-9.36;0.00;0.00;0.00;-36.44;45.73;-69.33;115167;2020/01/31;06:00:10.00;53.34015;8.47081;1000000.00;0.07;255
18.09;1002.26;51.69;15.89;1001.29;56.11;2.21;0.21;-9.39;-0.00;0.00;0.00;-36.62;46.62;-68.47;116170;2020/01/31;06:00:11.00;53.34015;8.47081;1000000.00;0.07;255
18.06;1002.27;51.78;15.86;1001.35;56.19;2.20;0.23;-9.40;-0.00;0.00;0.00;-36.08;48.23;-69.67;117169;2020/01/31;06:00:12.00;53.34014;8.47081;1000000.00;0.13;255
18.03;1002.25;51.84;15.84;1001.36;56.28;2.21;0.22;-9.39;0.00;0.00;0.00;-36.62;46.27;-69.85;118169;2020/01/31;06:00:13.00;53.34014;8.47081;1000000.00;0.11;255
18.01;1002.21;51.90;15.80;1001.35;56.37;2.19;0.23;-9.37;0.00;0.00;0.00;-35.73;47.16;-69.33;119166;2020/01/31;06:00:14.00;53.34014;8.47081;1000000.00;0.15;255
17.99;1002.25;51.98;15.77;1001.34;56.53;2.22;0.22;-9.34;-0.00;0.00;0.00;-36.98;45.20;-68.47;120165;2020/01/31;06:00:15.00;53.34014;8.47081;1000000.00;0.04;255
17.98;1002.25;52.03;15.74;1001.33;56.54;2.20;0.22;-9.39;0.00;0.00;0.00;-36.44;46.80;-69.67;121174;2020/01/31;06:00:16.00;53.34014;8.47081;1000000.00;0.06;255
17.97;1002.25;52.09;15.73;1001.34;56.62;2.21;0.22;-9.39;0.00;0.00;0.00;-36.62;46.62;-69.50;122171;2020/01/31;06:00:17.00;53.34014;8.47081;1000000.00;0.06;255
17.95;1002.27;52.14;15.70;1001.35;56.71;2.21;0.22;-9.40;0.00;0.00;0.00;-36.98;46.98;-69.16;123167;2020/01/31;06:00:18.00;53.34014;8.47081;1000000.00;0.07;255
17.93;1002.27;52.20;15.67;1001.35;56.78;2.20;0.23;-9.38;-0.00;0.00;0.00;-36.08;46.80;-68.64;124170;2020/01/31;06:00:19.00;53.34014;8.47081;1000000.00;0.19;255
17.91;1002.31;52.24;15.66;1001.33;56.84;2.21;0.22;-9.40;0.00;0.00;0.00;-36.08;46.45;-68.99;125166;2020/01/31;06:00:20.00;53.34014;8.47081;1000000.00;0.26;255
17.90;1002.28;52.29;15.63;1001.34;56.99;2.20;0.20;-9.38;0.00;0.00;0.00;-36.80;45.73;-70.02;126170;2020/01/31;06:00:21.00;53.34014;8.47081;1000000.00;0.09;255
17.87;1002.27;52.35;15.61;1001.33;57.00;2.20;0.21;-9.38;-0.00;0.00;0.00;-36.62;46.98;-69.50;127169;2020/01/31;06:00:22.00;53.34014;8.47081;1000000.00;0.06;255
17.85;1002.28;52.41;15.59;1001.34;57.07;2.20;0.22;-9.36;0.00;0.00;0.00;-37.34;46.27;-69.50;128164;2020/01/31;06:00:23.00;53.34014;8.47081;1000000.00;0.20;255
17.83;1002.25;52.46;15.56;1001.35;57.11;2.20;0.22;-9.40;0.00;0.00;0.00;-37.51;45.73;-69.33;129166;2020/01/31;06:00:24.00;53.34014;8.47081;1000000.00;0.11;255
17.82;1002.26;52.50;15.52;1001.32;57.30;2.21;0.21;-9.39;0.00;-0.00;0.00;-35.73;46.80;-68.99;130165;2020/01/31;06:00:25.00;53.34014;8.47081;1000000.00;0.07;255
17.80;1002.26;52.56;15.51;1001.32;57.40;2.21;0.23;-9.39;0.00;-0.00;0.00;-38.59;46.80;-70.02;131164;2020/01/31;06:00:26.00;53.34014;8.47081;1000000.00;0.15;255
17.77;1002.26;52.61;15.49;1001.34;57.42;2.21;0.22;-9.38;-0.00;0.00;0.00;-36.98;47.70;-69.85;132170;2020/01/31;06:00:27.00;53.34014;8.47081;1000000.00;0.11;255
17.74;1002.26;52.67;15.46;1001.29;57.51;2.21;0.22;-9.40;-0.00;0.00;0.00;-35.91;46.98;-69.16;133175;2020/01/31;06:00:28.00;53.34014;8.47081;1000000.00;0.22;255
17.74;1002.26;52.72;15.44;1001.29;57.59;2.21;0.21;-9.37;-0.00;0.00;0.00;-36.44;46.80;-68.99;134170;2020/01/31;06:00:29.00;53.34014;8.47080;1000000.00;0.13;255
17.73;1002.30;52.77;15.43;1001.31;57.67;2.22;0.23;-9.37;-0.00;0.00;0.00;-36.26;47.34;-70.87;135170;2020/01/31;06:00:30.00;53.34014;8.47080;1000000.00;0.11;255
17.72;1002.27;52.81;15.41;1001.32;57.74;2.20;0.23;-9.37;0.00;0.00;0.00;-36.98;45.20;-68.47;136166;2020/01/31;06:00:31.00;53.34014;8.47080;1000000.00;0.11;255
17.70;1002.25;52.85;15.40;1001.29;57.82;2.21;0.23;-9.38;0.00;0.00;0.00;-37.69;46.27;-69.50;137166;2020/01/31;06:00:32.00;53.34014;8.47080;1000000.00;0.06;255
17.70;1002.27;52.88;15.38;1001.31;57.88;2.21;0.22;-9.34;-0.00;0.00;0.00;-35.91;45.91;-69.85;138181;2020/01/31;06:00:33.00;53.34014;8.47080;1000000.00;0.07;255
17.70;1002.23;52.93;15.36;1001.28;57.94;2.20;0.22;-9.38;0.00;0.00;0.00;-36.26;46.62;-68.13;139177;2020/01/31;06:00:34.00;53.34014;8.47079;1000000.00;0.11;255
17.69;1002.26;52.96;15.35;1001.29;58.07;2.19;0.22;-9.39;0.00;0.00;0.00;-36.08;46.09;-70.02;140174;2020/01/31;06:00:35.00;53.34014;8.47079;1000000.00;0.04;255
17.69;1002.22;53.00;15.32;1001.32;58.16;2.19;0.22;-9.38;0.00;-0.00;0.00;-36.26;46.98;-68.82;141172;2020/01/31;06:00:36.00;53.34014;8.47079;1000000.00;0.02;255
17.68;1002.23;53.03;15.31;1001.37;58.25;2.19;0.22;-9.36;-0.00;0.00;0.00;-35.73;47.52;-70.02;142175;2020/01/31;06:00:37.00;53.34013;8.47078;1000000.00;0.11;255
17.66;1002.26;53.06;15.28;1001.32;58.30;2.22;0.23;-9.35;-0.00;0.00;0.00;-36.26;47.34;-69.50;143172;2020/01/31;06:00:38.00;53.34013;8.47078;1000000.00;0.11;255
17.65;1002.22;53.08;15.27;1001.30;58.40;2.20;0.23;-9.36;-0.00;0.00;0.00;-36.26;46.27;-68.13;144176;2020/01/31;06:00:39.00;53.34013;8.47077;1000000.00;0.09;255
17.66;1002.25;53.11;15.24;1001.29;58.44;2.20;0.22;-9.37;-0.00;0.00;0.00;-35.55;45.55;-69.85;145183;2020/01/31;06:00:40.00;53.34013;8.47077;1000000.00;0.06;255
17.68;1002.23;53.13;15.22;1001.29;58.45;2.21;0.21;-9.39;-0.00;0.00;0.00;-35.91;46.62;-69.16;146176;2020/01/31;06:00:41.00;53.34013;8.47077;1000000.00;0.06;255
17.69;1002.23;53.14;15.19;1001.29;58.57;2.21;0.21;-9.37;-0.00;0.00;0.00;-36.44;45.73;-68.99;147175;2020/01/31;06:00:42.00;53.34013;8.47077;1000000.00;0.09;255
17.71;1002.29;53.15;15.18;1001.32;58.67;2.21;0.23;-9.39;0.00;0.00;0.00;-36.62;44.84;-69.16;148184;2020/01/31;06:00:43.00;53.34013;8.47077;1000000.00;0.11;255
17.67;1002.25;53.15;15.16;1001.31;58.83;2.20;0.21;-9.35;0.00;0.00;0.00;-35.73;45.73;-70.02;149173;2020/01/31;06:00:44.00;53.34012;8.47076;1000000.00;0.09;255
17.63;1002.28;53.18;15.14;1001.31;58.86;2.20;0.23;-9.37;-0.00;0.00;0.00;-36.62;45.91;-68.13;150174;2020/01/31;06:00:45.00;53.34012;8.47076;1000000.00;0.11;255
17.60;1002.26;53.21;15.13;1001.28;58.95;2.20;0.23;-9.35;0.00;0.00;0.00;-36.44;45.37;-68.99;151183;2020/01/31;06:00:46.00;53.34012;8.47076;1000000.00;0.06;255
17.58;1002.27;53.25;15.11;1001.30;58.96;2.21;0.22;-9.38;-0.00;0.00;0.00;-37.51;46.80;-68.30;152182;2020/01/31;06:00:47.00;53.34012;8.47076;1000000.00;0.09;255
17.57;1002.27;53.30;15.09;1001.32;58.99;2.19;0.23;-9.37;0.00;0.00;0.00;-36.98;45.20;-67.79;153181;2020/01/31;06:00:48.00;53.34012;8.47076;1000000.00;0.15;255
17.56;1002.27;53.33;15.06;1001.30;58.96;2.21;0.22;-9.39;0.00;0.00;0.00;-38.05;44.84;-68.13;154175;2020/01/31;06:00:49.00;53.34012;8.47076;1000000.00;0.24;255
17.56;1002.25;53.37;15.04;1001.33;59.09;2.21;0.22;-9.37;0.00;0.00;0.00;-36.80;46.45;-68.30;155182;2020/01/31;06:00:50.00;53.34012;8.47076;1000000.00;0.13;255
17.56;1002.24;53.39;15.02;1001.29;59.16;2.20;0.23;-9.39;-0.00;0.00;0.00;-36.44;44.66;-67.96;156178;2020/01/31;06:00:51.00;53.34012;8.47076;1000000.00;0.11;255
17.57;1002.27;53.45;15.01;1001.27;59.30;2.16;0.16;-9.40;0.00;-0.00;0.00;-38.94;45.37;-66.93;157174;2020/01/31;06:00:52.00;53.34012;8.47075;1000000.00;0.22;255
17.59;1002.30;53.42;14.98;1001.33;59.35;2.21;0.25;-9.37;-0.00;0.00;0.00;-38.23;45.02;-68.30;158176;2020/01/31;06:00:53.00;53.34012;8.47075;1000000.00;0.07;255
17.58;1002.30;53.45;14.95;1001.35;59.42;2.21;0.17;-9.36;0.00;0.00;0.00;-39.12;44.48;-67.79;159181;2020/01/31;06:00:54.00;53.34012;8.47075;1000000.00;0.09;255
17.57;1002.30;53.48;14.91;1001.37;59.48;2.20;0.25;-9.32;0.00;0.00;0.00;-36.44;46.45;-69.33;160182;2020/01/31;06:00:55.00;53.34012;8.47075;1000000.00;0.13;255
17.56;1002.30;53.48;14.90;1001.32;59.45;2.22;0.47;-9.37;-0.00;0.00;0.00;-37.51;45.02;-68.30;161178;2020/01/31;06:00:56.00;53.34012;8.47075;1000000.00;0.04;255
17.49;1002.26;53.46;14.85;1001.32;59.46;2.21;0.23;-9.36;-0.00;0.00;0.00;-35.55;44.84;-67.79;162177;2020/01/31;06:00:57.00;53.34012;8.47075;1000000.00;0.07;255
17.45;1002.27;53.47;14.79;1001.30;59.50;2.19;0.23;-9.33;-0.00;0.00;0.00;-36.80;45.02;-67.61;163176;2020/01/31;06:00:58.00;53.34012;8.47075;1000000.00;0.11;255
17.44;1002.29;53.46;14.74;1001.32;59.59;2.21;0.23;-9.39;0.00;0.00;0.00;-36.26;46.98;-69.16;164180;2020/01/31;06:00:59.00;53.34012;8.47075;1000000.00;0.04;255
17.44;1002.26;53.47;14.71;1001.31;59.62;2.21;0.26;-9.34;-0.00;0.00;0.00;-36.26;45.91;-68.47;165182;2020/01/31;06:01:00.00;53.34013;8.47075;1000000.00;0.06;255
17.43;1002.26;53.45;14.69;1001.33;59.61;2.24;0.31;-9.23;-0.00;-0.01;0.00;-35.55;45.55;-67.79;166178;2020/01/31;06:01:01.00;53.34013;8.47075;1000000.00;0.17;255
17.40;1002.23;53.45;14.66;1001.29;59.69;2.41;0.41;-9.16;0.02;-0.00;0.01;-36.44;45.02;-70.02;167176;2020/01/31;06:01:02.00;53.34013;8.47075;1000000.00;0.43;255
17.39;1002.24;53.48;14.64;1001.28;59.75;2.16;0.28;-9.38;0.00;0.00;0.00;-38.05;44.84;-67.79;168174;2020/01/31;06:01:03.00;53.34013;8.47075;1000000.00;0.22;255
17.40;1002.60;53.53;14.64;1001.92;59.81;2.93;0.02;-8.83;-0.01;0.02;0.01;-38.05;43.77;-69.50;169181;2020/01/31;06:01:04.00;53.34013;8.47074;1000000.00;0.17;255
17.42;1002.26;53.54;14.64;1001.26;59.89;2.19;0.18;-9.32;0.00;0.00;0.00;-37.69;41.98;-69.50;170181;2020/01/31;06:01:05.00;53.34013;8.47074;1000000.00;0.04;255
17.40;1002.30;53.54;14.62;1001.32;60.03;2.29;0.31;-9.32;-0.00;0.00;0.00;-35.55;45.20;-80.49;171180;2020/01/31;06:01:06.00;53.34013;8.47074;1000000.00;0.11;255
17.38;1002.31;53.55;14.62;1001.34;60.12;2.21;0.22;-9.28;0.00;0.00;0.00;-39.12;41.62;-69.16;172181;2020/01/31;06:01:07.00;53.34013;8.47074;1000000.00;0.09;255
17.38;1002.30;53.58;14.60;1001.37;60.21;2.03;0.29;-9.52;0.00;-0.01;0.00;-37.69;41.27;-67.44;173181;2020/01/31;06:01:08.00;53.34013;8.47074;1000000.00;0.07;255
17.37;1002.30;53.64;14.58;1001.34;60.30;2.04;0.23;-9.43;0.00;-0.00;0.00;-37.51;42.87;-67.96;174175;2020/01/31;06:01:09.00;53.34012;8.47074;1000000.00;0.35;255
17.35;1002.31;53.70;14.58;1001.37;60.37;2.04;0.28;-9.40;-0.00;-0.00;0.00;-40.01;41.09;-68.30;175184;2020/01/31;06:01:10.00;53.34012;8.47074;1000000.00;0.43;255
17.33;1002.32;53.77;14.57;1001.34;60.44;2.10;0.24;-9.30;0.00;0.01;-0.01;-37.16;42.87;-66.93;176179;2020/01/31;06:01:11.00;53.34012;8.47074;1000000.00;0.39;255
17.31;1002.30;53.83;14.56;1001.36;60.56;2.16;0.22;-9.45;0.00;-0.00;-0.01;-38.76;43.05;-65.73;177176;2020/01/31;06:01:12.00;53.34012;8.47074;1000000.00;0.56;255
17.28;1002.34;53.91;14.56;1001.37;60.56;2.35;0.23;-9.33;0.00;0.00;-0.01;-37.87;41.09;-65.90;178173;2020/01/31;06:01:13.00;53.34012;8.47074;1000000.00;0.67;255
17.27;1002.36;53.96;14.56;1001.37;60.59;1.85;0.11;-9.49;0.01;-0.00;-0.01;-37.87;41.80;-67.96;179173;2020/01/31;06:01:14.00;53.34013;8.47073;1000000.00;0.70;255
17.27;1002.31;54.01;14.54;1001.36;60.66;1.84;0.54;-9.35;-0.01;0.04;0.00;-39.30;41.80;-68.30;180176;2020/01/31;06:01:15.00;53.34013;8.47073;1000000.00;1.26;255
17.25;1002.33;54.03;14.54;1001.37;60.66;2.65;0.22;-9.29;0.02;0.00;-0.00;-40.19;42.69;-65.73;181177;2020/01/31;06:01:16.00;53.34014;8.47072;1000000.00;1.41;255
17.25;1002.32;54.05;14.53;1001.37;60.68;2.15;0.44;-9.37;-0.00;0.00;0.00;-40.37;41.44;-66.24;182171;2020/01/31;06:01:17.00;53.34015;8.47071;1000000.00;0.76;255
17.26;1002.29;54.09;14.51;1001.36;60.66;2.54;0.25;-9.28;-0.00;0.01;0.00;-41.80;41.80;-65.55;183172;2020/01/31;06:01:18.00;53.34015;8.47071;1000000.00;1.28;255
17.28;1002.32;54.10;14.49;1001.33;60.66;2.09;0.07;-8.87;-0.04;0.00;-0.06;-42.52;41.44;-64.53;184181;2020/01/31;06:01:19.00;53.34017;8.47071;1000000.00;3.85;255
17.27;1002.29;54.09;14.47;1001.35;60.61;1.60;0.25;-9.49;0.04;-0.00;-0.21;-41.44;39.66;-62.12;185180;2020/01/31;06:01:20.00;53.34018;8.47071;1000000.00;5.09;255
17.28;1002.34;53.99;14.45;1001.40;60.57;1.81;0.84;-9.57;0.08;-0.02;-0.40;-37.51;36.08;-60.75;186181;2020/01/31;06:01:21.00;53.34020;8.47070;1000000.00;6.35;255
17.26;1002.40;53.87;14.44;1001.40;60.54;1.46;1.53;-9.49;0.09;-0.00;-0.43;-33.58;34.66;-60.06;187179;2020/01/31;06:01:22.00;53.34020;8.47069;1000000.00;6.13;255
17.23;1002.36;53.90;14.43;1001.42;60.66;2.29;1.49;-9.08;0.06;0.04;-0.37;-26.44;32.15;-55.94;188178;2020/01/31;06:01:23.00;53.34022;8.47066;1000000.00;6.61;255
17.21;1002.36;53.96;14.41;1001.42;60.72;3.10;0.82;-9.45;0.04;0.00;-0.21;-23.22;34.30;-54.92;189178;2020/01/31;06:01:24.00;53.34022;8.47064;1000000.00;4.32;255
17.21;1002.39;54.01;14.40;1001.44;60.83;2.50;0.45;-9.41;0.01;-0.00;-0.03;-21.44;35.01;-54.92;190175;2020/01/31;06:01:25.00;53.34022;8.47064;1000000.00;0.67;255
17.22;1002.35;54.07;14.37;1001.43;60.89;2.23;0.62;-9.27;0.00;0.00;0.01;-21.62;35.55;-56.46;191172;2020/01/31;06:01:26.00;53.34022;8.47064;1000000.00;0.15;255
17.23;1002.40;54.12;14.36;1001.43;61.07;2.18;0.39;-9.41;-0.00;0.00;0.00;-21.44;35.73;-56.29;192177;2020/01/31;06:01:27.00;53.34022;8.47064;1000000.00;0.17;255
17.24;1002.38;54.20;14.35;1001.43;61.21;2.31;0.55;-9.32;0.00;0.00;0.00;-22.69;34.48;-55.43;193178;2020/01/31;06:01:28.00;53.34022;8.47064;1000000.00;0.13;255
17.27;1002.37;54.26;14.34;1001.42;61.40;2.09;0.40;-9.47;-0.00;-0.00;0.00;-21.26;34.83;-56.46;194177;2020/01/31;06:01:29.00;53.34022;8.47065;1000000.00;0.17;255
17.28;1002.43;54.35;14.35;1001.44;61.49;2.15;0.32;-9.38;-0.00;0.00;0.00;-21.79;34.66;-55.26;195175;2020/01/31;06:01:30.00;53.34022;8.47065;1000000.00;0.07;255
17.28;1002.41;54.43;14.35;1001.43;61.59;2.14;0.44;-9.41;-0.00;-0.00;0.00;-21.44;34.30;-55.60;196178;2020/01/31;06:01:31.00;53.34022;8.47065;1000000.00;0.17;255
