T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;lux_lx;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
21.54;1034.55;39.89;21.89;1034.83;42.23;0.13;0.13;-9.68;-0.00;0.00;-0.03;-10.50;78.07;88.67;54612;11318;
21.65;1034.57;39.84;21.97;1034.82;42.12;0.14;0.12;-9.73;-0.01;-0.01;-0.03;-9.77;76.62;89.36;54612;16724;
21.67;1034.61;39.25;22.03;1034.80;41.45;0.08;0.13;-9.70;0.00;0.00;-0.03;-11.58;78.07;90.76;54612;22130;
21.65;1034.56;38.87;22.07;1034.80;40.80;0.06;0.17;-9.67;-0.00;0.00;-0.03;-11.04;77.53;90.59;54612;27535;
21.63;1034.60;39.15;22.09;1034.78;40.80;0.08;0.11;-9.72;0.01;0.01;-0.03;-10.68;76.08;89.89;54612;32941;
21.62;1034.58;39.00;22.11;1034.81;40.67;0.05;0.25;-9.67;-0.00;-0.00;-0.03;-11.94;76.98;89.71;54612;38348;
21.65;1034.58;39.45;22.13;1034.78;40.81;0.02;0.22;-9.70;-0.00;-0.00;-0.03;-11.04;77.89;90.59;54612;43756;
21.74;1034.61;41.28;22.17;1034.81;42.94;0.14;0.17;-9.71;0.00;0.00;-0.03;-11.58;77.35;90.41;54612;49162;
21.83;1034.59;44.24;22.22;1034.86;45.29;0.15;0.13;-9.71;0.00;0.00;-0.03;-10.68;76.44;90.59;54612;54566;
21.86;1034.56;41.63;22.25;1034.79;44.34;0.15;0.11;-9.71;0.01;0.00;-0.03;-10.32;77.17;89.54;54612;59972;
21.92;1034.55;41.81;22.28;1034.81;43.29;0.15;0.14;-9.72;-0.00;-0.00;-0.03;-9.05;75.53;91.11;54612;65380;
22.01;1034.59;46.47;22.30;1034.85;43.07;0.12;0.14;-9.72;0.00;0.00;-0.03;-9.59;76.44;91.63;54612;70785;
22.08;1034.60;42.83;22.34;1034.90;43.03;-0.26;0.18;-9.53;-0.02;-0.02;-0.03;-9.77;77.35;90.76;54612;76192;
22.08;1034.71;40.05;22.36;1035.00;41.33;0.04;0.28;-9.72;-0.01;-0.01;-0.03;-11.04;76.80;90.59;54612;81599;
