T_BME280_0_C;p_BME280_0_hPa;rH_BME280_0_%;T_BME280_1_C;p_BME280_1_hPa;rH_BME280_1_%;AccelX_mss;AccelY_mss;AccelZ_mss;GyroX_rads;GyroY_rads;GyroZ_rads;MagX_uT;MagY_uT;MagZ_uT;millis_ms;Jahr/Monat/Tag;Stunden:Minuten:Sekunden;f_lat;f_lon;f_altitude;f_kmph;Sateliten
16.19;1003.69;65.27;15.52;1002.78;65.04;1.54;0.16;-9.47;0.04;0.06;-0.01;-23.22;-13.93;-17.16;77109;2020/01/31;17:08:41.00;53.35941;8.07038;1000000.00;0.06;255
16.19;1003.66;65.25;15.52;1002.78;65.01;1.53;0.17;-9.48;0.04;0.05;-0.01;-23.76;-14.47;-17.33;78107;2020/01/31;17:08:42.00;53.35941;8.07038;1000000.00;0.06;255
16.20;1003.66;65.17;15.52;1002.78;65.05;1.54;0.15;-9.50;0.04;0.05;-0.01;-23.22;-12.50;-17.50;79107;2020/01/31;17:08:43.00;53.35941;8.07038;1000000.00;0.07;255
16.21;1003.65;65.19;15.52;1002.75;65.06;1.51;0.16;-9.44;0.04;0.05;-0.01;-24.12;-13.04;-18.02;80108;2020/01/31;17:08:44.00;53.35941;8.07038;1000000.00;0.04;255
16.21;1003.65;65.17;15.52;1002.76;65.11;1.55;0.15;-9.47;0.04;0.05;-0.01;-24.83;-14.83;-19.05;81106;2020/01/31;17:08:45.00;53.35941;8.07038;1000000.00;0.06;255
16.22;1003.60;65.13;15.52;1002.72;65.08;1.52;0.16;-9.48;0.04;0.05;-0.01;-23.58;-14.65;-17.16;82108;2020/01/31;17:08:46.00;53.35941;8.07038;1000000.00;0.06;255
16.22;1003.63;65.08;15.52;1002.73;65.18;1.53;0.16;-9.48;0.04;0.06;-0.01;-24.12;-12.33;-18.36;83108;2020/01/31;17:08:47.00;53.35941;8.07038;1000000.00;0.11;255
16.23;1003.63;65.04;15.53;1002.75;65.20;1.53;0.17;-9.50;0.04;0.05;-0.01;-25.19;-11.61;-18.36;84111;2020/01/31;17:08:48.00;53.35941;8.07038;1000000.00;0.13;255
16.23;1003.68;65.03;15.53;1002.78;65.20;1.53;0.21;-9.46;0.04;0.05;-0.01;-23.94;-13.58;-17.50;85113;2020/01/31;17:08:49.00;53.35941;8.07038;1000000.00;0.07;255
16.23;1003.59;65.06;15.52;1002.77;65.19;1.55;0.17;-9.49;0.04;0.05;-0.01;-23.76;-14.11;-16.30;86108;2020/01/31;17:08:50.00;53.35941;8.07038;1000000.00;0.02;255
16.24;1003.65;65.12;15.52;1002.76;65.18;1.74;0.19;-9.48;0.04;0.06;-0.01;-26.44;-13.58;-16.13;87112;2020/01/31;17:08:51.00;53.35941;8.07038;1000000.00;0.00;255
16.25;1003.72;65.15;15.53;1002.79;65.19;1.52;0.11;-9.49;0.04;0.06;-0.01;-27.51;-13.58;-14.42;88111;2020/01/31;17:08:52.00;53.35941;8.07038;1000000.00;0.04;255
16.25;1003.75;65.18;15.53;1002.84;65.20;1.50;0.17;-9.43;0.04;0.06;-0.01;-27.15;-13.58;-13.39;89112;2020/01/31;17:08:53.00;53.35941;8.07038;1000000.00;0.09;255
16.26;1003.72;65.18;15.53;1002.81;65.22;1.59;0.13;-9.49;0.04;0.06;-0.01;-26.08;-13.93;-13.73;90106;2020/01/31;17:08:54.00;53.35941;8.07038;1000000.00;0.02;255
16.26;1003.69;65.17;15.52;1002.81;65.23;1.48;0.13;-9.48;0.04;0.05;-0.01;-26.62;-14.11;-14.59;91106;2020/01/31;17:08:55.00;53.35941;8.07038;1000000.00;0.13;255
16.27;1003.71;65.18;15.52;1002.79;65.29;1.51;0.16;-9.53;0.04;0.05;-0.01;-25.55;-13.40;-14.24;92106;2020/01/31;17:08:56.00;53.35940;8.07038;1000000.00;0.02;255
16.28;1003.72;65.17;15.52;1002.81;65.33;1.60;0.23;-9.46;0.04;0.06;-0.01;-25.90;-13.76;-13.21;93110;2020/01/31;17:08:57.00;53.35940;8.07038;1000000.00;0.15;255
16.28;1003.73;65.17;15.53;1002.84;65.35;1.58;0.17;-9.50;0.04;0.06;-0.01;-25.37;-12.50;-13.04;94109;2020/01/31;17:08:58.00;53.35940;8.07038;1000000.00;0.06;255
16.28;1003.75;65.15;15.53;1002.88;65.46;1.53;0.17;-9.48;0.04;0.05;-0.01;-27.69;-13.40;-13.56;95110;2020/01/31;17:08:59.00;53.35940;8.07038;1000000.00;0.06;255
16.29;1003.75;65.11;15.53;1002.92;65.49;1.47;0.15;-9.49;0.04;0.05;-0.01;-26.44;-12.50;-12.70;96108;2020/01/31;17:09:00.00;53.35940;8.07038;1000000.00;0.09;255
16.29;1003.78;65.09;15.53;1002.96;65.52;1.56;0.12;-9.48;0.04;0.05;-0.01;-27.15;-13.58;-14.76;97116;2020/01/31;17:09:01.00;53.35940;8.07038;1000000.00;0.02;255
16.30;1003.80;65.09;15.53;1002.96;65.59;1.56;0.16;-9.46;0.04;0.05;-0.01;-25.19;-13.40;-12.87;98109;2020/01/31;17:09:02.00;53.35941;8.07038;1000000.00;0.02;255
16.30;1003.80;65.09;15.53;1002.91;65.64;1.55;0.18;-9.50;0.04;0.06;-0.01;-26.44;-12.86;-13.39;99110;2020/01/31;17:09:03.00;53.35941;8.07038;1000000.00;0.02;255
16.30;1003.74;65.07;15.54;1002.88;65.64;1.55;0.15;-9.47;0.04;0.06;-0.01;-25.55;-13.76;-13.56;100110;2020/01/31;17:09:04.00;53.35940;8.07038;1000000.00;0.02;255
16.31;1003.72;65.05;15.54;1002.85;65.63;1.47;0.14;-9.51;0.04;0.05;-0.01;-27.15;-13.93;-14.42;101115;2020/01/31;17:09:05.00;53.35940;8.07038;1000000.00;0.00;255
16.31;1003.71;65.03;15.55;1002.82;65.70;1.58;0.15;-9.44;0.04;0.06;-0.01;-26.44;-14.29;-13.73;102110;2020/01/31;17:09:06.00;53.35940;8.07038;1000000.00;0.02;255
16.31;1003.70;65.12;15.56;1002.82;65.96;1.48;0.16;-9.53;0.04;0.05;-0.01;-24.83;-13.40;-13.21;103110;2020/01/31;17:09:07.00;53.35940;8.07038;1000000.00;0.00;255
16.34;1003.77;65.36;15.58;1002.89;66.10;1.54;0.20;-9.42;0.04;0.05;-0.01;-25.90;-13.76;-13.90;104110;2020/01/31;17:09:08.00;53.35940;8.07038;1000000.00;0.07;255
16.34;1003.79;65.49;15.60;1002.92;66.33;1.47;0.15;-9.49;0.04;0.05;-0.01;-26.08;-14.29;-13.73;105108;2020/01/31;17:09:09.00;53.35940;8.07038;1000000.00;0.00;255
16.35;1003.76;65.56;15.62;1002.89;66.42;1.56;0.16;-9.46;0.04;0.06;-0.01;-25.72;-12.86;-12.70;106109;2020/01/31;17:09:10.00;53.35940;8.07038;1000000.00;0.04;255
16.36;1003.77;65.58;15.64;1002.86;66.61;1.52;0.17;-9.51;0.04;0.05;-0.01;-27.33;-13.40;-13.90;107111;2020/01/31;17:09:11.00;53.35940;8.07038;1000000.00;0.07;255
16.37;1003.82;65.67;15.66;1002.96;66.71;1.51;0.18;-9.50;0.04;0.06;-0.01;-25.90;-13.76;-13.90;108109;2020/01/31;17:09:12.00;53.35940;8.07038;1000000.00;0.07;255
16.38;1003.78;65.68;15.69;1002.91;66.84;1.53;0.18;-9.48;0.04;0.06;-0.01;-26.62;-12.68;-13.90;109112;2020/01/31;17:09:13.00;53.35940;8.07038;1000000.00;0.00;255
16.40;1003.77;65.75;15.72;1002.88;66.97;1.53;0.17;-9.48;0.04;0.06;-0.01;-26.26;-14.47;-13.21;110110;2020/01/31;17:09:14.00;53.35940;8.07038;1000000.00;0.06;255
16.43;1003.78;65.87;15.74;1002.87;67.09;1.56;0.15;-9.44;0.04;0.06;-0.01;-27.15;-13.93;-12.70;111112;2020/01/31;17:09:15.00;53.35940;8.07038;1000000.00;0.04;255
16.45;1003.72;66.01;15.77;1002.83;67.10;1.55;0.16;-9.46;0.04;0.06;-0.01;-26.08;-14.29;-13.73;112110;2020/01/31;17:09:16.00;53.35940;8.07037;1000000.00;0.04;255
16.47;1003.74;66.07;15.79;1002.86;67.10;1.55;0.14;-9.47;0.04;0.05;-0.01;-25.01;-11.43;-12.70;113110;2020/01/31;17:09:17.00;53.35940;8.07037;1000000.00;0.02;255
16.49;1003.80;66.04;15.83;1002.91;67.11;1.56;0.15;-9.48;0.04;0.05;-0.01;-25.90;-14.11;-13.56;114107;2020/01/31;17:09:18.00;53.35940;8.07037;1000000.00;0.02;255
16.51;1003.83;66.03;15.85;1002.92;67.02;1.48;0.16;-9.56;0.04;0.05;-0.01;-26.80;-13.58;-14.07;115115;2020/01/31;17:09:19.00;53.35940;8.07037;1000000.00;0.02;255
16.52;1003.84;65.98;15.86;1002.93;66.89;1.58;0.18;-9.51;0.04;0.05;-0.01;-26.08;-13.58;-12.36;116106;2020/01/31;17:09:20.00;53.35940;8.07037;1000000.00;0.07;255
16.52;1003.82;65.87;15.89;1002.92;66.85;1.56;0.17;-9.42;0.04;0.06;-0.01;-26.08;-15.36;-13.04;117115;2020/01/31;17:09:21.00;53.35940;8.07037;1000000.00;0.02;255
16.52;1003.76;65.72;15.90;1002.88;66.70;1.59;0.15;-9.45;0.04;0.06;-0.01;-27.51;-14.29;-12.36;118112;2020/01/31;17:09:22.00;53.35940;8.07037;1000000.00;0.13;255
16.53;1003.81;65.63;15.93;1002.92;66.65;1.51;0.15;-9.53;0.04;0.05;-0.01;-25.90;-14.83;-13.90;119113;2020/01/31;17:09:23.00;53.35940;8.07037;1000000.00;0.06;255
16.54;1003.79;65.58;15.95;1002.91;66.57;1.52;0.14;-9.47;0.04;0.05;-0.01;-27.15;-13.93;-12.36;120114;2020/01/31;17:09:24.00;53.35940;8.07037;1000000.00;0.02;255
16.55;1003.81;65.57;15.97;1002.93;66.49;1.46;0.13;-9.51;0.04;0.05;-0.01;-27.33;-13.40;-13.21;121125;2020/01/31;17:09:25.00;53.35940;8.07037;1000000.00;0.07;255
16.57;1003.81;65.54;16.00;1002.92;66.42;1.48;0.14;-9.53;0.04;0.05;-0.01;-26.62;-14.47;-12.87;122112;2020/01/31;17:09:26.00;53.35940;8.07037;1000000.00;0.09;255
16.59;1003.82;65.53;16.03;1002.90;66.41;1.51;0.17;-9.51;0.04;0.06;-0.01;-26.08;-12.86;-14.42;123112;2020/01/31;17:09:27.00;53.35940;8.07037;1000000.00;0.11;255
16.62;1003.79;65.56;16.05;1002.88;66.39;1.53;0.15;-9.43;0.04;0.05;-0.01;-26.26;-12.68;-13.21;124107;2020/01/31;17:09:28.00;53.35940;8.07038;1000000.00;0.07;255
16.64;1003.76;65.58;16.08;1002.88;66.44;1.55;0.17;-9.52;0.04;0.06;-0.01;-26.44;-12.86;-13.04;125110;2020/01/31;17:09:29.00;53.35940;8.07038;1000000.00;0.04;255
16.66;1003.76;65.61;16.10;1002.87;66.30;1.58;0.17;-9.42;0.04;0.06;-0.01;-27.15;-13.58;-12.01;126109;2020/01/31;17:09:30.00;53.35940;8.07038;1000000.00;0.00;255
16.68;1003.78;65.61;16.13;1002.86;66.20;1.53;0.17;-9.46;0.04;0.06;-0.01;-28.76;-15.18;-13.21;127121;2020/01/31;17:09:31.00;53.35940;8.07038;1000000.00;0.07;255
16.68;1003.79;65.57;16.15;1002.89;66.13;1.55;0.16;-9.46;0.04;0.06;-0.01;-26.08;-13.22;-13.04;128107;2020/01/31;17:09:32.00;53.35940;8.07038;1000000.00;0.02;255
16.71;1003.75;65.54;16.18;1002.85;66.00;1.60;0.19;-9.42;0.04;0.06;-0.01;-27.87;-15.01;-11.67;129113;2020/01/31;17:09:33.00;53.35940;8.07038;1000000.00;0.00;255
16.72;1003.76;65.48;16.20;1002.88;65.93;1.53;0.15;-9.51;0.04;0.05;-0.01;-28.58;-14.29;-12.36;130110;2020/01/31;17:09:34.00;53.35940;8.07038;1000000.00;0.06;255
16.73;1003.80;65.38;16.22;1002.88;65.74;1.50;0.17;-9.53;0.04;0.05;-0.01;-26.44;-13.93;-11.67;131111;2020/01/31;17:09:35.00;53.35940;8.07038;1000000.00;0.04;255
16.74;1003.83;65.33;16.24;1002.92;65.77;1.52;0.16;-9.47;0.04;0.05;-0.01;-25.55;-15.18;-12.18;132110;2020/01/31;17:09:36.00;53.35940;8.07038;1000000.00;0.15;255
16.76;1003.85;65.29;16.26;1002.93;65.68;1.50;0.14;-9.52;0.04;0.05;-0.01;-27.15;-15.72;-12.70;133110;2020/01/31;17:09:37.00;53.35940;8.07038;1000000.00;0.04;255
